OBJECTID,ROADPREMOD,ROADPREDIR,ROADNAME,ROADTYPE,ROADPOSTDIR,ROADPOSTMOD,FULLNAME,ALTROADNAME,MSAGNAME,MUNICIPALITY,STATUS,LASTUPDATE,LASTEDITOR,ROADPRETYPE,FULLNAMECASS,CapCASSStName,JoinID
874438,,,Tennessee,St,,,Tennessee Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Tennessee St,TENNESSEE ST,2041
874439,,,Tennyson,Pl,,,Tennyson Place,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Tennyson Pl,TENNYSON PL,2042
874440,,,Tensas,St,,,Tensas Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Tensas St,TENSAS ST,2043
874441,,,Terminal,Dr,,,Terminal Drive,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Terminal Dr,TERMINAL DR,2044
874442,,,Terminal,Rd,,,Terminal Road,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Terminal Rd,TERMINAL RD,2045
874443,,,Tern,St,,,Tern Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Tern St,TERN ST,2046
874444,,,Terpsichore,St,,,Terpsichore Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Terpsichore St,TERPSICHORE ST,2047
874445,,,Terrace,Ave,,,Terrace Avenue,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Terrace Ave,TERRACE AVE,2048
874446,,,Terry,St,,,Terry Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Terry St,TERRY ST,2049
874447,,,Texas,Dr,,,Texas Drive,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Texas Dr,TEXAS DR,2050
874448,,,Texas,St,,,Texas Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Texas St,TEXAS ST,2051
874449,,,Thalia,St,,,Thalia Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Thalia St,THALIA ST,2052
874450,,,Thames,St,,,Thames Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Thames St,THAMES ST,2053
874451,,,Thayer,St,,,Thayer Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Thayer St,THAYER ST,2054
874452,,,Third,St,,,Third Street,3rd Street,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Third St,THIRD ST,2055
874453,,,Thomas,St,,,Thomas Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Thomas St,THOMAS ST,2056
874454,,,Thor,Ct,,,Thor Court,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Thor Ct,THOR CT,2057
874455,,,Thornley,Dr,,,Thornley Drive,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Thornley Dr,THORNLEY DR,2058
874456,,,Thrasher,St,,,Thrasher Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Thrasher St,THRASHER ST,2059
874457,,,Thrush,St,,,Thrush Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Thrush St,THRUSH ST,2060
874458,,,Tilbury,Rd,,,Tilbury Road,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Tilbury Rd,TILBURY RD,2061
874459,,,Tilford,Rd,,,Tilford Road,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Tilford Rd,TILFORD RD,2062
874460,,,Timber,Ct,,,Timber Court,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Timber Ct,TIMBER CT,2063
874461,,,Timber Bluff,Ln,,,Timber Bluff Lane,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Timber Bluff Ln,TIMBER BLUFF LN,2064
874462,,,Timber Crest,Dr,,,Timber Crest Drive,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Timber Crest Dr,TIMBER CREST DR,2065
874463,,,Timber Grove,Dr,,,Timber Grove Drive,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Timber Grove Dr,TIMBER GROVE DR,2066
874464,,,Timber Haven,Ln,,,Timber Haven Lane,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Timber Haven Ln,TIMBER HAVEN LN,2067
874465,,,Timber Ridge,Ct,,,Timber Ridge Court,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Timber Ridge Ct,TIMBER RIDGE CT,2068
874466,,,Timber Wolf,Ln,,,Timber Wolf Lane,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Timber Wolf Ln,TIMBER WOLF LN,2069
874467,,,Timoleon,St,,,Timoleon Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Timoleon St,TIMOLEON ST,2070
874468,,,Tita,St,,,Tita Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Tita St,TITA ST,2071
874469,,,Todd,Pl,,,Todd Place,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Todd Pl,TODD PL,2072
874470,,,Toledano,St,,,Toledano Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Toledano St,TOLEDANO ST,2073
874471,,N,Tonti,St,,,North Tonti Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,N Tonti St,N TONTI ST,2074
874472,,S,Tonti,St,,,South Tonti Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,S Tonti St,S TONTI ST,2075
874473,,,Topaz,St,,,Topaz Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Topaz St,TOPAZ ST,2076
874474,,,Torrey Pines,Dr,,,Torrey Pines Drive,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Torrey Pines Dr,TORREY PINES DR,2077
874475,,,Touché,Dr,,,Touché Drive,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Touché Dr,TOUCHÉ DR,2078
874476,,,Toulon,St,,,Toulon Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Toulon St,TOULON ST,2079
874477,,,Toulouse,St,,,Toulouse Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Toulouse St,TOULOUSE ST,2080
874478,,,Touro,St,,,Touro Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Touro St,TOURO ST,2081
874479,,,Townsend,Pl,,,Townsend Place,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Townsend Pl,TOWNSEND PL,2082
874480,,,Tradewinds,Ct,,,Tradewinds Court,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Tradewinds Ct,TRADEWINDS CT,2083
874481,,,Trafalgar,St,,,Trafalgar Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Trafalgar St,TRAFALGAR ST,2084
874482,,,Trapier,Ave,,,Trapier Avenue,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Trapier Ave,TRAPIER AVE,2085
874483,,,Trappers,Ct,,,Trappers Court,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Trappers Ct,TRAPPERS CT,2086
874484,,,Treasure,St,,,Treasure Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Treasure St,TREASURE ST,2087
874485,,,Treme,St,,,Treme Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Treme St,TREME ST,2088
874486,,,Treves,St,,,Treves Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Treves St,TREVES ST,2089
874487,,,Triangle,St,,,Triangle Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Triangle St,TRIANGLE ST,2090
874488,,,Trianon,Plz,,,Trianon Plaza,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Trianon Plz,TRIANON PLZ,2091
874489,,,Tricia,Ct,,,Tricia Court,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Tricia Ct,TRICIA CT,2092
874490,,,Tricou,St,,,Tricou Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Tricou St,TRICOU ST,2093
874491,,,Trieste,St,,,Trieste Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Trieste St,TRIESTE ST,2094
874492,,,Tropic,Dr,,,Tropic Drive,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Tropic Dr,TROPIC DR,2095
874493,,,Trout,St,,,Trout Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Trout St,TROUT ST,2096
874494,,,Tu Do,Dr,,,Tu Do Drive,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Tu Do Dr,TU DO DR,2097
874495,,,Tudor,Ct,,,Tudor Court,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Tudor Ct,TUDOR CT,2098
874496,,,Tulane,Ave,,,Tulane Avenue,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Tulane Ave,TULANE AVE,2099
874497,,,Tulip,Ln,,,Tulip Lane,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Tulip Ln,TULIP LN,2100
874498,,,Tulip,St,,,Tulip Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Tulip St,TULIP ST,2101
874499,,,Tullis,Dr,,,Tullis Drive,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Tullis Dr,TULLIS DR,2102
874500,,,Tulsa,St,,,Tulsa Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Tulsa St,TULSA ST,2103
874501,,,Tunica,St,,,Tunica Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Tunica St,TUNICA ST,2104
874502,,,Tupelo,St,,,Tupelo Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Tupelo St,TUPELO ST,2105
874503,,,Turnberry,Dr,,,Turnberry Drive,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Turnberry Dr,TURNBERRY DR,2106
874504,,,Turquoise,St,,,Turquoise Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Turquoise St,TURQUOISE ST,2107
874505,,,Tynecastle,Dr,,,Tynecastle Drive,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Tynecastle Dr,TYNECASTLE DR,2108
874506,,,Ulloa,St,,,Ulloa Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Ulloa St,ULLOA ST,2109
874507,,,Union,St,,,Union Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Union St,UNION ST,2110
874508,,,Unity,Dr,,,Unity Drive,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Unity Dr,UNITY DR,2111
874509,,,University,Pl,,,University Place,,,Orleans,Retired,2015/02/23 13:51:09+00,CITYOFNO\cmard,,University Pl,UNIVERSITY PL,2112
874510,,,Upperline,St,,,Upperline Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Upperline St,UPPERLINE ST,2113
874511,,,Urania,St,,,Urania Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Urania St,URANIA ST,2114
874512,,,Urquhart,St,,,Urquhart Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Urquhart St,URQUHART ST,2115
874513,,,Ursula Spencer,Way,,,Ursula Spencer Way,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Ursula Spencer Way,URSULA SPENCER WAY,2116
874514,,,Ursulines,Ave,,,Ursulines Avenue,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Ursulines Ave,URSULINES AVE,2117
874515,,,Urville,St,,,Urville Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Urville St,URVILLE ST,2118
874516,,,Utah,St,,,Utah Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Utah St,UTAH ST,2119
874517,,,Valence,St,,,Valence Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Valence St,VALENCE ST,2120
874518,,,Valentine,Ct,,,Valentine Court,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Valentine Ct,VALENTINE CT,2121
874519,,,Valjean,St,,,Valjean Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Valjean St,VALJEAN ST,2122
874520,,,Vallette,St,,,Vallette Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Vallette St,VALLETTE ST,2123
874521,,,Valmont,St,,,Valmont Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Valmont St,VALMONT ST,2124
874522,,,Van,Ave,,,Van Avenue,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Van Ave,VAN AVE,2125
874523,,,Van Buren,St,,,Van Buren Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Van Buren St,VAN BUREN ST,2126
874524,,,Vanchu,Dr,,,Van Chu Drive,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Van Chu Dr,VAN CHU DR,2127
874525,,,Vanderkloot,Ave,,,Vanderkloot Avenue,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Vanderkloot Ave,VANDERKLOOT AVE,2128
874526,,,Velie,St,,,Velie Street,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Velie St,VELIE ST,2129
874527,,,Vendome,Pl,,,Vendome Place,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Vendome Pl,VENDOME PL,2130
874528,,,Venus,Dr,,,Venus Drive,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Venus Dr,VENUS DR,2132
874529,,,Venus,St,,,Venus Street,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Venus St,VENUS ST,2133
874530,,,Verbena,St,,,Verbena Street,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Verbena St,VERBENA ST,2134
874531,,,Verdun,Ave,,,Verdun Avenue,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Verdun Ave,VERDUN AVE,2135
874532,,,Vermillion,Blvd,,,Vermillion Boulevard,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Vermillion Blvd,VERMILLION BLVD,2136
874533,,,Verna,St,,,Verna Street,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Verna St,VERNA ST,2137
874534,,,Veronese,Rd,,,Veronese Road,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Veronese Rd,VERONESE RD,2138
874535,,,Verret,St,,,Verret Street,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Verret St,VERRET ST,2139
874536,,,Versailles,Blvd,,,Versailles Boulevard,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Versailles Blvd,VERSAILLES BLVD,2140
874537,,,Vespasian,St,,,Vespasian Street,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Vespasian St,VESPASIAN ST,2141
874538,,,Veterans,Blvd,,,Veterans Boulevard,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Veterans Blvd,VETERANS BLVD,2142
874539,,,Veterans,Hwy,,,Veterans Highway,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Veterans Hwy,VETERANS HWY,2143
874540,,,Vicksburg,St,,,Vicksburg Street,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Vicksburg St,VICKSBURG ST,2144
874541,,,Victoria,St,,,Victoria Street,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Victoria St,VICTORIA ST,2145
874542,,,Victory,Ave,,,Victory Avenue,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Victory Ave,VICTORY AVE,2146
874543,,,Victory,Rd,,,Victory Road,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Victory Rd,VICTORY RD,2148
874544,,,Victory in Europe,Rd,,,Victory in Europe Road,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Victory in Europe Rd,VICTORY IN EUROPE RD,2149
874545,,,Victory in Japan,Rd,,,Victory in Japan Road,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Victory in Japan Rd,VICTORY IN JAPAN RD,2150
874546,,,Vienna,Ct,,,Vienna Court,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Vienna Ct,VIENNA CT,2151
874547,,,Vienna,St,,,Vienna Street,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Vienna St,VIENNA ST,2152
874548,,,Vignaud,St,,,Vignaud Street,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Vignaud St,VIGNAUD ST,2153
874549,,N,Villeré,St,,,North Villeré Street,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,N Villeré St,N VILLERÉ ST,2154
874550,,S,Villeré,St,,,South Villeré Street,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,S Villeré St,S VILLERÉ ST,2155
874551,,,Vincennes,Pl,,,Vincennes Place,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Vincennes Pl,VINCENNES PL,2156
874552,,,Vincent,Rd,,,Vincent Road,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Vincent Rd,VINCENT RD,2157
874553,,,Vineyard,Pl,,,Vineyard Place,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Vineyard Pl,VINEYARD PL,2158
874554,,,Viola,Ln,,,Viola Lane,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Viola Ln,VIOLA LN,2159
874555,,,Viola,St,,,Viola Street,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Viola St,VIOLA ST,2160
874556,,,Virgil,Blvd,,,Virgil Boulevard,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Virgil Blvd,VIRGIL BLVD,2161
874557,,,Virgilian,St,,,Virgilian Street,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Virgilian St,VIRGILIAN ST,2162
874558,,,Virginia,Ct,,,Virginia Court,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Virginia Ct,VIRGINIA CT,2163
874559,,,Virginia,St,,,Virginia Street,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Virginia St,VIRGINIA ST,2164
874560,,,Virginia Marie,St,,,Virginia Marie Street,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Virginia Marie St,VIRGINIA MARIE ST,2165
874561,,,Vision,Dr,,,Vision Drive,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Vision Dr,VISION DR,2166
874562,,,Vivian,Ct,,,Vivian Court,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Vivian Ct,VIVIAN CT,2167
874563,,,Vixen,St,,,Vixen Street,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Vixen St,VIXEN ST,2168
874564,,,Voisin,St,,,Voisin Street,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Voisin St,VOISIN ST,2169
874565,,,Voyageur,Ct,,,Voyageur Court,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Voyageur Ct,VOYAGEUR CT,2170
874566,,,Voyageur,Dr,,,Voyageur Drive,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Voyageur Dr,VOYAGEUR DR,2171
874567,,,Wabash,St,,,Wabash Street,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Wabash St,WABASH ST,2172
874568,,,Wadsworth,Dr,,,Wadsworth Drive,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Wadsworth Dr,WADSWORTH DR,2173
874569,,,Wagner,St,,,Wagner Street,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Wagner St,WAGNER ST,2174
874570,,,Wainwright,Dr,,,Wainwright Drive,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Wainwright Dr,WAINWRIGHT DR,2175
874571,,,Wakefield,Pl,,,Wakefield Place,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Wakefield Pl,WAKEFIELD PL,2176
874572,,,Waldo,Dr,,,Waldo Drive,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Waldo Dr,WALDO DR,2177
874573,,,Wales,St,,,Wales Street,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Wales St,WALES ST,2178
874574,,,Walker,St,,,Walker Street,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Walker St,WALKER ST,2179
874575,,,Wall,Blvd,,,Wall Boulevard,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Wall Blvd,WALL BLVD,2180
874576,,,Wallace,Dr,,,Wallace Drive,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Wallace Dr,WALLACE DR,2181
874577,,,Walmsley,Ave,,,Walmsley Avenue,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Walmsley Ave,WALMSLEY AVE,2182
874578,,,Walnut,St,,,Walnut Street,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Walnut St,WALNUT ST,2183
874579,,,Walter,St,,,Walter Street,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Walter St,WALTER ST,2184
874580,,,Walter Beech,St,,,Walter Beech Street,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Walter Beech St,WALTER BEECH ST,2185
874581,,,Warbler,St,,,Warbler Street,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Warbler St,WARBLER ST,2186
874582,,,Warehouse,Rd,,,Warehouse Road,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Warehouse Rd,WAREHOUSE RD,2187
874583,,,Warfield,St,,,Warfield Street,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Warfield St,WARFIELD ST,2188
874584,,,Warren,Dr,,,Warren Drive,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Warren Dr,WARREN DR,2189
874585,,,Warrington,Dr,,,Warrington Drive,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Warrington Dr,WARRINGTON DR,2190
874586,,,Warwick,Ct,,,Warwick Court,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Warwick Ct,WARWICK CT,2191
874587,,,Washington,Ave,,,Washington Avenue,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Washington Ave,WASHINGTON AVE,2192
874588,,,Caffin,Ave,,,Caffin Avenue,,,Orleans,Retired,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Caffin Ave,CAFFIN AVE,312
874589,,,Waterford,Blvd,,,Waterford Boulevard,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Waterford Blvd,WATERFORD BLVD,2194
874590,,,Wave,Dr,,,Wave Drive,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Wave Dr,WAVE DR,2195
874591,,,Waverly,Dr,,,Waverly Drive,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Waverly Dr,WAVERLY DR,2196
874592,,,Wax Myrtle,Pl,,,Wax Myrtle Place,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Wax Myrtle Pl,WAX MYRTLE PL,2197
874593,,,Wayfarer,St,,,Wayfarer Street,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Wayfarer St,WAYFARER ST,2198
874594,,,Wayside,Dr,,,Wayside Drive,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Wayside Dr,WAYSIDE DR,2199
874595,,,Weaver,Ave,,,Weaver Avenue,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Weaver Ave,WEAVER AVE,2200
874596,,,Weaver,Rd,,,Weaver Road,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Weaver Rd,WEAVER RD,2201
874597,,,Webster,St,,,Webster Street,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Webster St,WEBSTER ST,2202
874598,,,Weiblen,Pl,,,Weiblen Place,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Weiblen Pl,WEIBLEN PL,2203
874599,,,Wellington,Ave,,,Wellington Avenue,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Wellington Ave,WELLINGTON AVE,2204
874600,,,Wendy,Ln,,,Wendy Lane,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Wendy Ln,WENDY LN,2205
874601,,,Wentworth,Dr,,,Wentworth Drive,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Wentworth Dr,WENTWORTH DR,2206
874602,,,Werner,Dr,,,Werner Drive,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Werner Dr,WERNER DR,2207
874603,,,West,Dr,,,West Drive,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,West Dr,WEST DR,2208
874604,,,West,Rd,,,West Road,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,West Rd,WEST RD,2209
874605,,,West End,Blvd,,,West End Boulevard,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,West End Blvd,WEST END BLVD,2210
874606,,,Westbend,Pkwy,,,Westbend Parkway,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Westbend Pkwy,WESTBEND PKWY,2211
874607,,,Westbrook,Dr,,,Westbrook Drive,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Westbrook Dr,WESTBROOK DR,2212
874608,,,Westchester,Pl,,,Westchester Place,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Westchester Pl,WESTCHESTER PL,2213
874609,,,Westchester,St,,,Westchester Street,,,Orleans,Current,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Westchester St,WESTCHESTER ST,2214
